ID;Name;Category;Area;Length;Species;Impact;Regional
002-4228-L;Nordbytjernet;Lake;0.268;NA;Elodea canadensis;SE;FALSE
002-4253-R;Glomma Kongsvinger - Kongsvinger kraftverk;River;NA;7.49;Aphanomyces astaci;SE;FALSE
002-4254-R;Glomma Kongsvinger kraftverk - Dyståa;River;NA;24.6;Aphanomyces astaci;SE;FALSE
002-4326-L;Dragsjøen;Lake;0.552;NA;Phoxinus phoxinus;SE;TRUE
002-4343-R;Glomma Braskereidsfoss - Tverråa;River;NA;14.67;Aphanomyces astaci;SE;FALSE
002-4344-R;Glomma Bronka - Braskereidfoss;River;NA;6.94;Aphanomyces astaci;SE;FALSE
002-4403-R;Sorma;River;NA;5.46;Salvelinus namaycush;LO;FALSE
002-4405-R;Sørsåssjøen bekkefelt;River;NA;5.04;Salvelinus namaycush;LO;FALSE
002-4407-R;Rådelsbekken;River;NA;10.08;Salvelinus namaycush;LO;FALSE
002-4408-R;Bekk fra Sormerudsaga;River;NA;7.12;Salvelinus namaycush;LO;FALSE
002-4409-R;Magnesåa;River;NA;51.48;Salvelinus namaycush;LO;FALSE
002-4411-R;Glomma Braskereidsfoss - Tverråa bekkefelt;River;NA;17.27;Salvelinus namaycush;LO;FALSE
002-4412-R;Glomma Bronka - Braskereidfoss bekkefelt;River;NA;33.78;Salvelinus namaycush;LO;FALSE
002-4459-R;Løpsjøen bekkefelt;River;NA;9.62;Salvelinus namaycush;LO;FALSE
002-4465-R;Ygla;River;NA;43.73;Salvelinus fontinalis;LO;FALSE
002-4465-R;Ygla;River;NA;43.73;Salvelinus fontinalis;LO;FALSE
002-4466-R;Stormobekken og Halvfarbekken;River;NA;5.74;Salvelinus fontinalis;LO;FALSE
002-4466-R;Stormobekken og Halvfarbekken;River;NA;5.74;Salvelinus fontinalis;LO;FALSE
002-4535-L;Steffensrudtjernet;Lake;0.121;NA;Phoxinus phoxinus;SE;TRUE
002-4555-R;Anfinnsosen;River;NA;1.28;Phoxinus phoxinus;SE;TRUE
002-4557-R;Avsjøen bekkefelt;River;NA;26.17;Phoxinus phoxinus;SE;TRUE
002-4559-R;Vålåsjøen bekkefelt;River;NA;9.05;Phoxinus phoxinus;SE;TRUE
002-4561-R;Foksåe Løken - Vålåsjøen;River;NA;6.09;Phoxinus phoxinus;SE;TRUE
002-4565-R;Folla Avsjøen - Strypbekken bekkefelt;River;NA;24.24;Phoxinus phoxinus;SE;TRUE
002-4566-R;Foksåa bekkefelt;River;NA;114.81;Phoxinus phoxinus;SE;TRUE
002-4570-L;Skjeppsjøen;Lake;0.477;NA;Esox lucius;SE;TRUE
002-4570-L;Skjeppsjøen;Lake;0.477;NA;Phoxinus phoxinus;SE;TRUE
002-4578-L;Fiskelausen;Lake;0.418;NA;Esox lucius;SE;TRUE
002-4578-L;Fiskelausen;Lake;0.418;NA;Phoxinus phoxinus;SE;TRUE
002-4603-R;Rena utløp Osa kraftverk - Løpsjøen;River;NA;4.29;Salvelinus namaycush;LO;FALSE
002-4605-R;Rena Strosjøen - dam Storsjøen;River;NA;4.16;Salvelinus namaycush;LO;FALSE
002-4606-R;Rena dam Storsjøen - utløp Osa kraftverk;River;NA;17.25;Salvelinus namaycush;LO;FALSE
002-4609-R;Løa til inntak;River;NA;3.02;Salvelinus namaycush;LO;FALSE
002-4610-R;Løa bekkefelt;River;NA;14.07;Salvelinus namaycush;LO;FALSE
002-4611-R;Deia;River;NA;59.08;Salvelinus namaycush;LO;FALSE
002-4612-R;Rena Storsjøen - Løpsjøen bekkefelt;River;NA;128.88;Salvelinus namaycush;LO;FALSE
002-4615-R;Lyngen bekkefelt;River;NA;6.23;Phoxinus phoxinus;SE;TRUE
002-4616-R;Lyngåa bekkefelt;River;NA;33.25;Phoxinus phoxinus;SE;TRUE
002-4617-R;Ner-Åstvannet bekkefelt;River;NA;11.54;Phoxinus phoxinus;SE;TRUE
002-4619-R;Øver-Åsta;River;NA;51.35;Phoxinus phoxinus;SE;TRUE
002-4620-R;Ner-Åsta bekkefelt;River;NA;58.73;Phoxinus phoxinus;SE;TRUE
002-4622-R;Hynna bekkefelt;River;NA;23.48;Phoxinus phoxinus;SE;TRUE
002-4623-R;Elv fra Hornsjøen;River;NA;1.63;Phoxinus phoxinus;SE;TRUE
002-4625-R;Kvannbekken;River;NA;16.58;Phoxinus phoxinus;SE;TRUE
002-4627-L;Garsjøen;Lake;0.268;NA;Phoxinus phoxinus;SE;TRUE
002-4627-R;Koltjønnbekken;River;NA;5.93;Phoxinus phoxinus;SE;TRUE
002-4628-R;Hornsjøen bekkefelt;River;NA;25.57;Phoxinus phoxinus;SE;TRUE
002-4651-L;Brennsætersjøen;Lake;0.52;NA;Phoxinus phoxinus;SE;TRUE
002-4653-R;Stuva;River;NA;0.33;Phoxinus phoxinus;SE;TRUE
002-4655-R;Skakkbekken;River;NA;12.84;Phoxinus phoxinus;SE;TRUE
002-4657-R;Rundhallåa;River;NA;30.17;Phoxinus phoxinus;SE;TRUE
002-4659-R;Åsta bekkefelt;River;NA;25.82;Phoxinus phoxinus;SE;TRUE
002-4660-R;Orma - Bjorhusbekken - Samdøla til Søre Imssjøen;River;NA;74.26;Phoxinus phoxinus;SE;TRUE
002-4663-R;Sloa;River;NA;10.02;Aphanomyces astaci;SE;FALSE
002-4663-R;Sloa;River;NA;10.02;Aphanomyces astaci;SE;FALSE
002-4666-R;Glomma Kongsvinger kraftverk - Dyståa bekkefelt;River;NA;27.35;Aphanomyces astaci;SE;FALSE
002-4666-R;Glomma Kongsvinger kraftverk - Dyståa bekkefelt;River;NA;27.35;Aphanomyces astaci;SE;FALSE
002-4667-L;Bergsjøen;Lake;0.919;NA;Phoxinus phoxinus;SE;TRUE
002-4673-L;Grønsjøen;Lake;0.395;NA;Phoxinus phoxinus;SE;TRUE
002-4678-L;Store Svartungen;Lake;0.919;NA;Phoxinus phoxinus;SE;TRUE
002-4679-L;Røtjern;Lake;0.266;NA;Esox lucius;SE;TRUE
002-4711-L;Fjellsjøen;Lake;0.727;NA;Phoxinus phoxinus;SE;TRUE
002-4716-L;Grevsjøen;Lake;0.25;NA;Esox lucius;SE;TRUE
002-4716-L;Grevsjøen;Lake;0.25;NA;Phoxinus phoxinus;SE;TRUE
002-4726-R;Ongsjoa inntaksdam Krokan - Jøra;River;NA;1.33;Phoxinus phoxinus;SE;TRUE
002-4727-R;Ongsjoa Nedre Ongsjøen - inntaksdam Krokan;River;NA;4.07;Phoxinus phoxinus;SE;TRUE
002-4728-R;Bekk fra Skardet;River;NA;1.27;Phoxinus phoxinus;SE;TRUE
002-4729-R;Valåa nedstrøms inntak - Roppa;River;NA;1.45;Phoxinus phoxinus;SE;TRUE
002-4736-L;Huldertjernet;Lake;0.14;NA;Phoxinus phoxinus;SE;TRUE
002-4738-L;Malsjøen;Lake;0.536;NA;Phoxinus phoxinus;SE;TRUE
002-4755-L;Store Avrillen;Lake;0.112;NA;Phoxinus phoxinus;SE;TRUE
002-4789-L;Langen;Lake;0.59;NA;Phoxinus phoxinus;SE;TRUE
002-4827-L;Hammartjernet;Lake;0.107;NA;Phoxinus phoxinus;SE;TRUE
002-4920-L;Store Snellingen;Lake;0.514;NA;Phoxinus phoxinus;SE;TRUE
002-4927-L;Svea;Lake;0.307;NA;Elodea canadensis;SE;FALSE
002-4948-L;Råbjørn;Lake;0.434;NA;Esox lucius;SE;TRUE
002-4948-L;Råbjørn;Lake;0.434;NA;Phoxinus phoxinus;SE;TRUE
002-4981-L;Bjertnessjøen;Lake;0.427;NA;Phoxinus phoxinus;SE;TRUE
002-5013-L;Skillingen;Lake;0.703;NA;Esox lucius;SE;TRUE
002-5013-L;Skillingen;Lake;0.703;NA;Phoxinus phoxinus;SE;TRUE
002-5035-L;Storøyungen;Lake;0.976;NA;Phoxinus phoxinus;SE;TRUE
002-5099-L;Elvann;Lake;0.649;NA;Phoxinus phoxinus;SE;TRUE
002-5111-L;Trehørningen;Lake;0.58;NA;Phoxinus phoxinus;SE;TRUE
002-5114-L;Langvann;Lake;0.546;NA;Phoxinus phoxinus;SE;TRUE
002-5361-L;Strykenvatnet;Lake;0.179;NA;Esox lucius;SE;TRUE
002-5361-L;Strykenvatnet;Lake;0.179;NA;Elodea canadensis;SE;FALSE
002-5423-L;Nordbysjøen;Lake;0.758;NA;Phoxinus phoxinus;SE;TRUE
002-5486-L;Mosjøen;Lake;0.552;NA;Phoxinus phoxinus;SE;TRUE
002-560-R;Vedsetvassdraget;River;NA;52.74;Phoxinus phoxinus;SE;TRUE
002-566-R;Evjua;River;NA;7.45;Esox lucius;SE;TRUE
002-566-R;Evjua;River;NA;7.45;Phoxinus phoxinus;SE;TRUE
002-568-R;Sløbråten;River;NA;7.62;Phoxinus phoxinus;SE;TRUE
002-573-R;Hunnselva Fiskvoll-Vestbakken;River;NA;1.28;Esox lucius;SE;TRUE
002-573-R;Hunnselva Fiskvoll-Vestbakken;River;NA;1.28;Elodea canadensis;SE;FALSE
002-573-R;Hunnselva Fiskvoll-Vestbakken;River;NA;1.28;Phoxinus phoxinus;SE;TRUE
002-575-R;Hunnselva, utløp Vestbakken - Reinsvolldammen;River;NA;1.37;Esox lucius;SE;TRUE
002-575-R;Hunnselva, utløp Vestbakken - Reinsvolldammen;River;NA;1.37;Elodea canadensis;SE;FALSE
002-575-R;Hunnselva, utløp Vestbakken - Reinsvolldammen;River;NA;1.37;Phoxinus phoxinus;SE;TRUE
002-576-R;Hunnselva, Reinsvolldammen - Kildal;River;NA;4.05;Esox lucius;SE;TRUE
002-576-R;Hunnselva, Reinsvolldammen - Kildal;River;NA;4.05;Elodea canadensis;SE;FALSE
002-576-R;Hunnselva, Reinsvolldammen - Kildal;River;NA;4.05;Phoxinus phoxinus;SE;TRUE
002-577-R;Hunnselva, Kildal-Korta;River;NA;2.41;Esox lucius;SE;TRUE
002-577-R;Hunnselva, Kildal-Korta;River;NA;2.41;Rutilus rutilus;HI;TRUE
002-577-R;Hunnselva, Kildal-Korta;River;NA;2.41;Elodea canadensis;SE;FALSE
002-577-R;Hunnselva, Kildal-Korta;River;NA;2.41;Phoxinus phoxinus;SE;TRUE
002-584-R;Strømstadelva;River;NA;0.68;Esox lucius;SE;TRUE
002-584-R;Strømstadelva;River;NA;0.68;Phoxinus phoxinus;SE;TRUE
002-586-R;Svarttjernbekken;River;NA;14.31;Phoxinus phoxinus;SE;TRUE
002-590-R;Buertjernsbekken;River;NA;12.31;Phoxinus phoxinus;SE;TRUE
002-591-R;Hågårtjernsbekken;River;NA;8.1;Phoxinus phoxinus;SE;TRUE
002-595-R;Sagvollelva;River;NA;7.09;Phoxinus phoxinus;SE;TRUE
002-608-R;Hunnselva, forbi Brufoss kraftverk;River;NA;0.42;Phoxinus phoxinus;SE;TRUE
002-611-R;Hunnselva, forbi Vestbakken kraftverk;River;NA;1.45;Esox lucius;SE;TRUE
002-611-R;Hunnselva, forbi Vestbakken kraftverk;River;NA;1.45;Elodea canadensis;SE;FALSE
002-611-R;Hunnselva, forbi Vestbakken kraftverk;River;NA;1.45;Phoxinus phoxinus;SE;TRUE
002-612-R;Hunnselva oppstrøms Fiskvolldammen;River;NA;1.74;Esox lucius;SE;TRUE
002-612-R;Hunnselva oppstrøms Fiskvolldammen;River;NA;1.74;Elodea canadensis;SE;FALSE
002-612-R;Hunnselva oppstrøms Fiskvolldammen;River;NA;1.74;Phoxinus phoxinus;SE;TRUE
002-636-R;Hynna;River;NA;3.81;Phoxinus phoxinus;SE;TRUE
002-65-R;Tilløpsvassdrag Utsjøen/Murua/Tennungen;River;NA;45.49;Phoxinus phoxinus;SE;TRUE
002-861-R;Lenaelva, mellom Bråstad og Lena;River;NA;9.88;Phoxinus phoxinus;SE;TRUE
002-900-R;Festadbekken;River;NA;9.44;Phoxinus phoxinus;SE;TRUE
002-911-R;Sagelva, Røyslibekken og Olterudbekken,nedre del;River;NA;23.86;Phoxinus phoxinus;SE;TRUE
002-913-R;Sagelva, Røyslibekken og Olterudbekken, øvre del;River;NA;25.77;Phoxinus phoxinus;SE;TRUE
002-918-R;Høljaelva;River;NA;16.36;Phoxinus phoxinus;SE;TRUE
002-933-R;Bekker mellom Skreia og Hammerstadelva;River;NA;19.2;Phoxinus phoxinus;SE;TRUE
002-942-R;Lenaelva ned til Mjøsa småbekker norsiden;River;NA;11.8;Phoxinus phoxinus;SE;TRUE
002-944-R;Bøvra;River;NA;NA;Phoxinus phoxinus;SE;TRUE
002-950-R;Hammerstadelva;River;NA;12.67;Phoxinus phoxinus;SE;TRUE
002-953-R;Skumsjøen bekkefelt;River;NA;8.96;Phoxinus phoxinus;SE;TRUE
002-955-R;Hunnselva, Åmot-Brufoss;River;NA;2.14;Phoxinus phoxinus;SE;TRUE
002-957-R;Hunnselva, Åmot-Breiskallen;River;NA;NA;Phoxinus phoxinus;SE;TRUE
002-963-R;Blåvarpbekken;River;NA;1.64;Elodea canadensis;SE;FALSE
002-963-R;Blåvarpbekken;River;NA;1.64;Phoxinus phoxinus;SE;TRUE
002-971-R;Skulhuselva sideelver sørsiden;River;NA;42.63;Phoxinus phoxinus;SE;TRUE
002-974-R;Ålseteelva;River;NA;19.64;Phoxinus phoxinus;SE;TRUE
003-123-R;Hobølelva Mjær-Vegger;River;NA;2.7;Aphanomyces astaci;SE;FALSE
003-124-R;Hobølelva Mjær-Vegger bekkefelt;River;NA;10.92;Aphanomyces astaci;SE;FALSE
003-291-1-L;Vansjø - Vanemfjorden;Lake;11.422;NA;Tinca tinca;HI;FALSE
003-291-2-L;Vansjø - Storefjorden;Lake;23.701;NA;Tinca tinca;HI;FALSE
003-292-L;Mjær;Lake;1.669;NA;Aphanomyces astaci;SE;FALSE
003-293-L;Vågvann;Lake;0.929;NA;Aphanomyces astaci;SE;FALSE
003-294-L;Langen;Lake;1.494;NA;Aphanomyces astaci;SE;FALSE
003-39-R;Hobølelva fra og med Tomter;River;NA;43.68;Aphanomyces astaci;SE;FALSE
003-45-R;Tangenelva;River;NA;1.33;Aphanomyces astaci;SE;FALSE
005-52-R;Tilløpsbekker til Nærevann;River;NA;16.97;Sander lucioperca;NR;TRUE
006-103-R;Nøklevann bekkefelt;River;NA;NA;Elodea canadensis;SE;FALSE
006-103-R;Nøklevann bekkefelt;River;NA;NA;Elodea canadensis;SE;FALSE
006-107-R;Elv fra Lutvann;River;NA;0.9;Elodea canadensis;SE;FALSE
006-107-R;Elv fra Lutvann;River;NA;0.9;Elodea canadensis;SE;FALSE
006-108-R;Lutvann bekkefelt;River;NA;NA;Elodea canadensis;SE;FALSE
006-108-R;Lutvann bekkefelt;River;NA;NA;Elodea canadensis;SE;FALSE
006-115-R;Skjærsjøelva;River;NA;2.88;Phoxinus phoxinus;SE;TRUE
006-117-R;Bjørnsjøelva;River;NA;2.75;Phoxinus phoxinus;SE;TRUE
006-119-R;Hakkloelva;River;NA;1.38;Phoxinus phoxinus;SE;TRUE
006-121-R;Sandungselva;River;NA;0.5;Phoxinus phoxinus;SE;TRUE
006-123-R;Katnoselva;River;NA;4.26;Phoxinus phoxinus;SE;TRUE
006-126-R;Elv fra Finntjernet;River;NA;0.53;Phoxinus phoxinus;SE;TRUE
006-136-R;Elv fra Østre Fyllingen;River;NA;0.52;Phoxinus phoxinus;SE;TRUE
006-167-R;Elv fra Pershusvatnet;River;NA;0.07;Phoxinus phoxinus;SE;TRUE
006-168-R;Elv fra Skarvvatnet;River;NA;0.06;Phoxinus phoxinus;SE;TRUE
006-170-R;Elv fra Tverrsjøen;River;NA;0.43;Phoxinus phoxinus;SE;TRUE
006-173-R;Oljebekken;River;NA;1.52;Phoxinus phoxinus;SE;TRUE
006-186-R;Hovinbekken nedstrøms Økern;River;NA;5.61;Salvelinus fontinalis;LO;FALSE
006-187-R;Hovinbekken nedstrøms Økern bekkefeltt;River;NA;NA;Salvelinus fontinalis;LO;FALSE
006-189-R;Hovinbekken oppstrøms Økern;River;NA;NA;Salvelinus fontinalis;LO;FALSE
006-190-R;Hovinbekken oppstrøms Økern;River;NA;NA;Salvelinus fontinalis;LO;FALSE
006-222-R;Alna opp mot Alnsjøen;River;NA;7.78;Elodea canadensis;SE;FALSE
006-2504-L;Skarvvatnet;Lake;0.422;NA;Phoxinus phoxinus;SE;TRUE
006-2510-L;Nøklevatn;Lake;0.792;NA;Elodea canadensis;SE;FALSE
006-2510-L;Nøklevatn;Lake;0.792;NA;Salvelinus namaycush;LO;FALSE
006-2513-L;Østensjøvannet;Lake;0.333;NA;Elodea canadensis;SE;FALSE
006-2513-L;Østensjøvannet;Lake;0.333;NA;Elodea canadensis;SE;FALSE
006-251-R;Tokerudbekken;River;NA;NA;Elodea canadensis;SE;FALSE
006-252-R;Tokerudbekken bekkefelt;River;NA;NA;Elodea canadensis;SE;FALSE
006-261-R;Gjerdsrudbekken;River;NA;NA;Tinca tinca;HI;FALSE
006-261-R;Gjerdsrudbekken;River;NA;NA;Cyprinus carpio;HI;FALSE
006-261-R;Gjerdsrudbekken;River;NA;NA;Salvelinus namaycush;LO;FALSE
006-261-R;Gjerdsrudbekken;River;NA;NA;Tinca tinca;HI;FALSE
006-261-R;Gjerdsrudbekken;River;NA;NA;Salvelinus namaycush;LO;FALSE
006-261-R;Gjerdsrudbekken;River;NA;NA;Cyprinus carpio;HI;FALSE
006-262-R;Gjersrudbekken bekkefelt;River;NA;NA;Salvelinus namaycush;LO;FALSE
006-262-R;Gjersrudbekken bekkefelt;River;NA;NA;Cyprinus carpio;HI;FALSE
006-262-R;Gjersrudbekken bekkefelt;River;NA;NA;Tinca tinca;HI;FALSE
006-262-R;Gjersrudbekken bekkefelt;River;NA;NA;Tinca tinca;HI;FALSE
006-262-R;Gjersrudbekken bekkefelt;River;NA;NA;Cyprinus carpio;HI;FALSE
006-262-R;Gjersrudbekken bekkefelt;River;NA;NA;Salvelinus namaycush;LO;FALSE
006-263-R;Alna mellom fjelltunnel og terminalområdet;River;NA;4.95;Elodea canadensis;SE;FALSE
006-264-R;Alna mellom fjelltunnel og terminalområdet bekkefelt;River;NA;NA;Elodea canadensis;SE;FALSE
006-299-L;Katnosa;Lake;2.27;NA;Phoxinus phoxinus;SE;TRUE
006-48-R;Alna ved terminalområdet;River;NA;2.49;Elodea canadensis;SE;FALSE
007-65-R;Holmenbekken;River;NA;1.86;Elodea canadensis;SE;FALSE
007-68-R;Skådalsbekken oppstrøms Holmendammen;River;NA;2.05;Elodea canadensis;SE;FALSE
007-69-R;Holmenbekken oppstrøms Øvre Smestaddammen;River;NA;NA;Elodea canadensis;SE;FALSE
007-70-R;Holmenbekken fra og med Øvre Smestaddammen;River;NA;NA;Elodea canadensis;SE;FALSE
007-71-R;Nedre del av Hoffselva inkludert Makrellbekken;River;NA;NA;Elodea canadensis;SE;FALSE
008-100-R;Småbekkene rundt Leangbukta;River;NA;12.24;Leucaspius delineatus;LO;FALSE
008-5354-L;Stovivannet;Lake;0.412;NA;Scardinius erythrophthalmus;SE;TRUE
008-5354-L;Stovivannet;Lake;0.412;NA;Tinca tinca;HI;FALSE
008-5354-L;Stovivannet;Lake;0.412;NA;Elodea nuttallii;SE;FALSE
008-5354-L;Stovivannet;Lake;0.412;NA;Scardinius erythrophthalmus;SE;TRUE
008-98-R;Neselva;River;NA;3.78;Phoxinus phoxinus;SE;TRUE
009-12-R;Småbekkene rundt Vollen og Bjerkås;River;NA;17.39;Leucaspius delineatus;LO;FALSE
009-141-R;Bjørvann bekkefelt;River;NA;6.67;Phoxinus phoxinus;SE;TRUE
009-160-R;Bestonbekken;River;NA;2.17;Leucaspius delineatus;LO;FALSE
009-179-R;Blakstadelva;River;NA;2.79;Rutilus rutilus;HI;TRUE
009-179-R;Blakstadelva;River;NA;2.79;Scardinius erythrophthalmus;SE;TRUE
009-179-R;Blakstadelva;River;NA;2.79;Tinca tinca;HI;FALSE
009-179-R;Blakstadelva;River;NA;2.79;Phoxinus phoxinus;SE;TRUE
009-180-R;Askerelva;River;NA;4.35;Rutilus rutilus;HI;TRUE
009-180-R;Askerelva;River;NA;4.35;Scardinius erythrophthalmus;SE;TRUE
009-180-R;Askerelva;River;NA;4.35;Phoxinus phoxinus;SE;TRUE
009-182-R;Askerelva bekkefelt;River;NA;11.88;Rutilus rutilus;HI;TRUE
009-182-R;Askerelva bekkefelt;River;NA;11.88;Salvelinus fontinalis;LO;FALSE
009-193-R;Elv fra dammer Søndre Nærsnes;River;NA;1.03;Leucaspius delineatus;LO;FALSE
009-193-R;Elv fra dammer Søndre Nærsnes;River;NA;1.03;Leucaspius delineatus;LO;FALSE
009-197-R;Kongsdelenebekken;River;NA;0.79;Leucaspius delineatus;LO;FALSE
009-198-R;Grytnesbekken;River;NA;8.04;Leucaspius delineatus;LO;FALSE
009-2477-L;Gjellumvannet;Lake;0.431;NA;Esox lucius;SE;TRUE
009-2477-L;Gjellumvannet;Lake;0.431;NA;Rutilus rutilus;HI;TRUE
009-2477-L;Gjellumvannet;Lake;0.431;NA;Scardinius erythrophthalmus;SE;TRUE
009-2477-L;Gjellumvannet;Lake;0.431;NA;Tinca tinca;HI;FALSE
009-2477-L;Gjellumvannet;Lake;0.431;NA;Phoxinus phoxinus;SE;TRUE
009-2478-1-L;Verkensvannet;Lake;0.203;NA;Scardinius erythrophthalmus;SE;TRUE
009-2478-1-L;Verkensvannet;Lake;0.203;NA;Tinca tinca;HI;FALSE
009-2478-2-L;Ulvenvannet;Lake;0.421;NA;Esox lucius;SE;TRUE
009-2478-2-L;Ulvenvannet;Lake;0.421;NA;Rutilus rutilus;HI;TRUE
009-2478-2-L;Ulvenvannet;Lake;0.421;NA;Scardinius erythrophthalmus;SE;TRUE
009-2478-2-L;Ulvenvannet;Lake;0.421;NA;Tinca tinca;HI;FALSE
009-2478-2-L;Ulvenvannet;Lake;0.421;NA;Phoxinus phoxinus;SE;TRUE
009-2478-3-L;Nordvannet;Lake;0.231;NA;Scardinius erythrophthalmus;SE;TRUE
009-2478-3-L;Nordvannet;Lake;0.231;NA;Tinca tinca;HI;FALSE
009-2478-3-L;Nordvannet;Lake;0.231;NA;Salvelinus fontinalis;LO;FALSE
009-2478-3-L;Nordvannet;Lake;0.231;NA;Phoxinus phoxinus;SE;TRUE
009-2478-4-L;Svinesjøen;Lake;0.104;NA;Scardinius erythrophthalmus;SE;TRUE
009-2478-4-L;Svinesjøen;Lake;0.104;NA;Tinca tinca;HI;FALSE
009-2478-4-L;Svinesjøen;Lake;0.104;NA;Salvelinus fontinalis;LO;FALSE
009-2478-4-L;Svinesjøen;Lake;0.104;NA;Phoxinus phoxinus;SE;TRUE
009-5427-L;Semsvannet;Lake;0.753;NA;Esox lucius;SE;TRUE
009-5427-L;Semsvannet;Lake;0.753;NA;Rutilus rutilus;HI;TRUE
009-5427-L;Semsvannet;Lake;0.753;NA;Tinca tinca;HI;FALSE
009-5427-L;Semsvannet;Lake;0.753;NA;Phoxinus phoxinus;SE;TRUE
009-5493-L;Brendsrudvannet;Lake;0.057;NA;Esox lucius;SE;TRUE
009-5493-L;Brendsrudvannet;Lake;0.057;NA;Rutilus rutilus;HI;TRUE
009-5493-L;Brendsrudvannet;Lake;0.057;NA;Scardinius erythrophthalmus;SE;TRUE
009-5493-L;Brendsrudvannet;Lake;0.057;NA;Tinca tinca;HI;FALSE
009-5497-L;Finsrudvannet;Lake;0.058;NA;Esox lucius;SE;TRUE
009-5497-L;Finsrudvannet;Lake;0.058;NA;Rutilus rutilus;HI;TRUE
009-5497-L;Finsrudvannet;Lake;0.058;NA;Scardinius erythrophthalmus;SE;TRUE
009-5497-L;Finsrudvannet;Lake;0.058;NA;Tinca tinca;HI;FALSE
009-5497-L;Finsrudvannet;Lake;0.058;NA;Elodea canadensis;SE;FALSE
009-5509-L;Bondivannet;Lake;0.127;NA;Esox lucius;SE;TRUE
009-5509-L;Bondivannet;Lake;0.127;NA;Rutilus rutilus;HI;TRUE
009-5509-L;Bondivannet;Lake;0.127;NA;Scardinius erythrophthalmus;SE;TRUE
009-5509-L;Bondivannet;Lake;0.127;NA;Tinca tinca;HI;FALSE
009-5509-L;Bondivannet;Lake;0.127;NA;Phoxinus phoxinus;SE;TRUE
009-5513-L;Nedre Drengsrudvann;Lake;0.014;NA;Leucaspius delineatus;LO;FALSE
009-5518-L;Øvre Drengsrudvann;Lake;0.064;NA;Esox lucius;SE;TRUE
009-5518-L;Øvre Drengsrudvann;Lake;0.064;NA;Leucaspius delineatus;LO;FALSE
009-5518-L;Øvre Drengsrudvann;Lake;0.064;NA;Rutilus rutilus;HI;TRUE
009-5518-L;Øvre Drengsrudvann;Lake;0.064;NA;Scardinius erythrophthalmus;SE;TRUE
009-5518-L;Øvre Drengsrudvann;Lake;0.064;NA;Tinca tinca;HI;FALSE
009-5518-L;Øvre Drengsrudvann;Lake;0.064;NA;Ameiurus nebulosus;LO;FALSE
009-5518-L;Øvre Drengsrudvann;Lake;0.064;NA;Leucaspius delineatus;LO;FALSE
009-5744-L;Stikkvannet;Lake;0.129;NA;Phoxinus phoxinus;SE;TRUE
0101000031-C;Svenner - Rauer;Coastal;124.51;NA;Crassostrea gigas;SE;FALSE
0101000032-3-C;Tjøme;Coastal;116.48;NA;Crassostrea gigas;SE;FALSE
0101020101-1-C;Ytre Oslofjord - Vest;Coastal;80.02;NA;Crassostrea gigas;SE;FALSE
0101020200-2-C;Midtre Oslofjord - Vest;Coastal;59.73;NA;Crassostrea gigas;SE;FALSE
0101020300-1-C;Hårfagrebåen - Hortenskrakken;Coastal;15.24;NA;Crassostrea gigas;SE;FALSE
0101020601-C;Oslofjorden;Coastal;121;NA;Crassostrea gigas;SE;FALSE
0101020602-C;Sandvika;Coastal;8.49;NA;Crassostrea gigas;SE;FALSE
0101020603-C;Holmenfjorden;Coastal;4.49;NA;Crassostrea gigas;SE;FALSE
0101020701-5-C;Bunnefjorden;Coastal;44.37;NA;Sargassum muticum;SE;FALSE
0101020702-1-C;Oslo havn og by;Coastal;1.92;NA;Crassostrea gigas;SE;FALSE
0101020702-1-C;Oslo havn og by;Coastal;1.92;NA;Sargassum muticum;SE;FALSE
0101020702-2-C;Bekkelagsbassenget;Coastal;10.25;NA;Crassostrea gigas;SE;FALSE
0101020702-2-C;Bekkelagsbassenget;Coastal;10.25;NA;Sargassum muticum;SE;FALSE
0101020900-C;Sandebukta;Coastal;22.31;NA;Crassostrea gigas;SE;FALSE
0101021000-2-C;Langøya;Coastal;50.38;NA;Crassostrea gigas;SE;FALSE
0101021100-C;Horten indre havn;Coastal;3.82;NA;Crassostrea gigas;SE;FALSE
0101030101-1-C;Træla;Coastal;4;NA;Crassostrea gigas;SE;FALSE
0101030101-2-C;Kanalen;Coastal;0.54;NA;Crassostrea gigas;SE;FALSE
0101030101-3-C;Byfjorden;Coastal;1.4;NA;Crassostrea gigas;SE;FALSE
0101030101-5-C;Vestfjorden-nordre;Coastal;2.25;NA;Crassostrea gigas;SE;FALSE
0101030101-6-C;Vestfjorden-søndre;Coastal;10.25;NA;Crassostrea gigas;SE;FALSE
0101030102-1-C;Tønsbergfjorden - Tjømekjæla;Coastal;5.74;NA;Crassostrea gigas;SE;FALSE
0101030102-2-C;Tønsbergfjorden-ytre;Coastal;41.66;NA;Crassostrea gigas;SE;FALSE
0101030102-2-C;Tønsbergfjorden-ytre;Coastal;41.66;NA;Crassostrea gigas;SE;FALSE
0101030200-C;Husøyflaket;Coastal;13.55;NA;Crassostrea gigas;SE;FALSE
0101030300-C;Huikjæla;Coastal;14.68;NA;Crassostrea gigas;SE;FALSE
0101030400-C;Årøysund - Hvasser;Coastal;16.17;NA;Crassostrea gigas;SE;FALSE
0101030600-C;Tjøme - Holtekjærkilen;Coastal;6.09;NA;Crassostrea gigas;SE;FALSE
